 

stn;time;tre200s0;rre150g0;uor200s0;ure200s0;fu3010z0
GRE;202204302310;7.2;0.0;94.8;94.8;8.3
GRE;202204302320;6.3;0.0;95.1;95.1;6.8
GRE;202204302330;6.2;0.0;96.4;96.4;7.6
GRE;202204302340;6.3;0.0;96.3;96.3;6.5
GRE;202204302350;5.8;0.0;96.1;96.1;5.8
GRE;202205010000;6.4;0.0;97.0;97.0;4.3
GRE;202205010010;7.0;0.0;97.0;97.0;4.7
GRE;202205010020;7.1;0.0;96.8;96.8;7.6
GRE;202205010030;7.1;0.0;97.7;97.7;9.4
GRE;202205010040;7.2;0.0;98.5;98.5;8.3
GRE;202205010050;7.2;0.0;98.9;98.9;8.3
GRE;202205010100;7.4;0.0;99.1;99.1;7.9
GRE;202205010110;7.5;0.0;99.2;99.2;7.9
GRE;202205010120;7.0;0.0;99.2;99.2;5.8
GRE;202205010130;6.9;0.0;99.2;99.2;4.3
GRE;202205010140;7.3;0.0;99.2;99.2;6.1
GRE;202205010150;7.6;0.0;99.2;99.2;5.4
GRE;202205010200;7.7;0.0;99.2;99.2;5.0
GRE;202205010210;7.7;0.0;99.2;99.2;5.0
GRE;202205010220;7.7;0.0;99.0;99.0;5.0
GRE;202205010230;7.8;0.0;98.7;98.7;5.0
GRE;202205010240;7.9;0.0;98.0;98.0;5.8
GRE;202205010250;8.1;0.0;97.3;97.3;4.3
GRE;202205010300;8.2;0.0;96.6;96.6;3.6
GRE;202205010310;8.0;0.0;96.2;96.2;2.9
GRE;202205010320;7.8;0.0;96.1;96.1;3.2
GRE;202205010330;7.5;0.0;96.8;96.8;2.9
GRE;202205010340;7.4;0.0;97.5;97.5;3.2
GRE;202205010350;7.2;0.0;97.0;97.0;2.9
GRE;202205010400;7.5;0.0;96.6;96.6;2.2
GRE;202205010410;7.7;0.0;96.0;96.0;3.6
GRE;202205010420;7.7;0.0;96.1;96.1;2.2
GRE;202205010430;7.6;0.0;97.4;97.4;3.6
GRE;202205010440;7.8;0.0;97.8;97.8;5.8
GRE;202205010450;7.9;0.0;97.3;97.3;7.2
GRE;202205010500;7.8;0.0;97.1;97.1;9.4
GRE;202205010510;7.6;0.0;97.2;97.2;8.6
GRE;202205010520;7.5;0.0;97.8;97.8;5.8
GRE;202205010530;7.6;0.0;98.4;98.4;3.6
GRE;202205010540;7.6;0.0;98.6;98.6;6.5
GRE;202205010550;7.7;0.0;98.2;98.2;6.1
GRE;202205010600;7.8;0.0;97.7;97.7;5.8
GRE;202205010610;7.8;0.0;97.0;97.0;6.5
GRE;202205010620;7.9;0.0;96.7;96.7;6.5
GRE;202205010630;7.9;0.0;96.6;96.6;7.9
GRE;202205010640;7.6;0.0;97.4;97.4;9.0
GRE;202205010650;7.6;0.0;98.0;98.0;9.0
GRE;202205010700;7.5;0.0;98.1;98.1;10.4
GRE;202205010710;7.4;0.0;98.5;98.5;10.1
GRE;202205010720;7.4;0.0;98.8;98.8;11.9
GRE;202205010730;7.5;0.0;98.8;98.8;11.9
GRE;202205010740;7.6;0.0;98.2;98.2;9.7
GRE;202205010750;7.8;0.0;97.2;97.2;10.4
GRE;202205010800;8.0;0.0;96.2;96.2;10.1
GRE;202205010810;8.3;0.0;95.0;95.0;10.4
GRE;202205010820;8.4;0.0;94.2;94.2;9.7
GRE;202205010830;8.6;0.0;92.6;92.6;9.4
GRE;202205010840;8.9;0.0;91.5;91.5;11.9
GRE;202205010850;9.2;0.0;90.5;90.5;11.2
GRE;202205010900;9.5;0.0;88.7;88.7;12.2
GRE;202205010910;9.6;0.0;87.7;87.7;13.0
GRE;202205010920;9.9;0.0;87.1;87.1;12.2
GRE;202205010930;10.0;0.0;87.2;87.2;12.6
GRE;202205010940;10.2;0.0;86.5;86.5;13.0
GRE;202205010950;10.5;0.0;85.6;85.6;11.5
GRE;202205011000;11.2;0.0;84.5;84.5;11.9
GRE;202205011010;11.4;0.0;82.8;82.8;13.7
GRE;202205011020;11.8;0.0;80.6;80.6;15.1
GRE;202205011030;12.3;0.0;79.5;79.5;13.3
GRE;202205011040;12.5;0.0;76.5;76.5;13.3
GRE;202205011050;12.9;0.0;74.5;74.5;14.4
GRE;202205011100;13.2;0.0;73.9;73.9;13.3
GRE;202205011110;13.5;0.0;71.4;71.4;18.4
GRE;202205011120;13.7;0.0;69.5;69.5;17.6
GRE;202205011130;14.1;0.0;68.2;68.2;18.0
GRE;202205011140;14.1;0.0;67.4;67.4;15.5
GRE;202205011150;14.4;0.0;63.9;63.9;16.6
GRE;202205011200;14.7;0.0;63.3;63.3;14.4
GRE;202205011210;14.9;0.0;62.0;62.0;14.8
GRE;202205011220;15.1;0.0;61.4;61.4;16.2
GRE;202205011230;15.3;0.0;62.3;62.3;15.1
GRE;202205011240;15.8;0.0;61.6;61.6;13.3
GRE;202205011250;15.6;0.0;58.3;58.3;12.2
GRE;202205011300;15.9;0.0;57.8;57.8;10.4
GRE;202205011310;16.0;0.0;55.7;55.7;11.2
GRE;202205011320;16.2;0.0;54.8;54.8;11.5
GRE;202205011330;16.3;0.0;54.0;54.0;13.3
GRE;202205011340;16.3;0.0;53.5;53.5;11.9
GRE;202205011350;16.4;0.0;52.3;52.3;9.4
GRE;202205011400;16.7;0.0;52.2;52.2;11.5
GRE;202205011410;16.6;0.0;51.5;51.5;11.2
GRE;202205011420;16.7;0.0;51.3;51.3;11.5
GRE;202205011430;16.7;0.0;49.8;49.8;10.1
GRE;202205011440;16.8;0.0;50.5;50.5;13.3
GRE;202205011450;16.7;0.0;50.0;50.0;12.6
GRE;202205011500;16.8;0.0;49.5;49.5;15.5
GRE;202205011510;16.8;0.0;49.0;49.0;13.0
GRE;202205011520;16.8;0.0;49.6;49.6;15.1
GRE;202205011530;16.7;0.0;49.2;49.2;14.4
GRE;202205011540;16.8;0.0;50.1;50.1;14.4
GRE;202205011550;16.8;0.0;50.4;50.4;14.4
GRE;202205011600;16.7;0.0;49.8;49.8;14.0
GRE;202205011610;16.4;0.0;50.8;50.8;13.3
GRE;202205011620;15.9;0.0;50.4;50.4;10.8
GRE;202205011630;15.6;0.0;51.1;51.1;12.6
GRE;202205011640;16.1;0.0;49.1;49.1;12.6
GRE;202205011650;15.8;0.0;49.8;49.8;14.0
GRE;202205011700;14.9;0.0;54.1;54.1;9.7
GRE;202205011710;13.8;0.0;59.2;59.2;9.7
GRE;202205011720;13.9;0.0;58.3;58.3;7.9
GRE;202205011730;14.3;0.0;57.1;57.1;7.6
GRE;202205011740;14.0;0.0;56.9;56.9;7.9
GRE;202205011750;13.4;0.0;59.7;59.7;8.3
GRE;202205011800;13.2;0.0;60.4;60.4;8.6
GRE;202205011810;12.0;0.0;68.3;68.3;6.5
GRE;202205011820;11.7;0.0;66.6;66.6;6.5
GRE;202205011830;11.4;0.0;68.4;68.4;5.0
GRE;202205011840;11.6;0.0;64.5;64.5;4.7
GRE;202205011850;11.2;0.0;66.5;66.5;6.5
GRE;202205011900;11.1;0.0;66.6;66.6;8.3
GRE;202205011910;10.6;0.0;68.9;68.9;6.8
GRE;202205011920;10.8;0.0;66.8;66.8;7.2
GRE;202205011930;10.6;0.0;66.9;66.9;6.1
GRE;202205011940;10.0;0.0;70.3;70.3;5.8
GRE;202205011950;10.1;0.0;69.8;69.8;5.8
GRE;202205012000;10.0;0.0;68.4;68.4;5.4
GRE;202205012010;10.5;0.0;66.0;66.0;5.4
GRE;202205012020;10.5;0.0;65.9;65.9;5.8
GRE;202205012030;8.9;0.0;71.9;71.9;5.0
GRE;202205012040;9.3;0.0;70.9;70.9;4.3
GRE;202205012050;8.9;0.0;72.7;72.7;3.2
GRE;202205012100;8.4;0.0;76.7;76.7;4.0
GRE;202205012110;8.9;0.0;75.2;75.2;3.2
GRE;202205012120;8.9;0.0;76.5;76.5;3.2
GRE;202205012130;8.8;0.0;73.5;73.5;2.5
GRE;202205012140;7.8;0.0;78.2;78.2;0.4
GRE;202205012150;7.3;0.0;81.8;81.8;1.1
GRE;202205012200;7.1;0.0;84.3;84.3;0.4
GRE;202205012210;6.8;0.0;87.5;87.5;0.0
GRE;202205012220;6.7;0.0;86.5;86.5;0.7
GRE;202205012230;6.8;0.0;88.7;88.7;3.2
GRE;202205012240;6.6;0.0;90.1;90.1;2.9
GRE;202205012250;5.9;0.0;91.2;91.2;1.4
GRE;202205012300;5.9;0.0;92.8;92.8;0.7
GRE;202205012310;6.2;0.0;91.0;91.0;0.4
GRE;202205012320;5.2;0.0;93.6;93.6;1.1
GRE;202205012330;5.1;0.0;94.0;94.0;0.0
GRE;202205012340;5.2;0.0;92.6;92.6;0.0
GRE;202205012350;5.0;0.0;93.1;93.1;0.0
GRE;202205020000;4.5;0.0;94.4;94.4;0.7
GRE;202205020010;5.0;0.0;95.4;95.4;1.4
GRE;202205020020;5.0;0.0;95.9;95.9;0.0
GRE;202205020030;5.3;0.0;94.1;94.1;0.0
GRE;202205020040;5.8;0.0;90.4;90.4;0.0
GRE;202205020050;4.6;0.0;93.1;93.1;0.0
GRE;202205020100;4.8;0.0;95.1;95.1;0.0
GRE;202205020110;4.5;0.0;96.0;96.0;0.0
GRE;202205020120;4.5;0.0;96.1;96.1;0.0
GRE;202205020130;4.3;0.0;96.0;96.0;0.0
GRE;202205020140;4.2;0.0;96.5;96.5;0.0
GRE;202205020150;4.0;0.0;97.5;97.5;0.0
GRE;202205020200;4.2;0.0;97.8;97.8;0.0
GRE;202205020210;3.9;0.0;98.0;98.0;0.0
GRE;202205020220;3.7;0.0;97.2;97.2;0.0
GRE;202205020230;2.8;0.0;97.1;97.1;1.4
GRE;202205020240;3.2;0.0;98.5;98.5;4.7
GRE;202205020250;2.7;0.0;98.9;98.9;3.6
GRE;202205020300;3.0;0.0;98.9;98.9;4.0
GRE;202205020310;3.6;0.0;98.5;98.5;3.6
GRE;202205020320;3.8;0.0;98.7;98.7;1.8
GRE;202205020330;3.1;0.0;99.1;99.1;0.7
GRE;202205020340;3.6;0.0;99.2;99.2;0.7
GRE;202205020350;3.5;0.0;98.7;98.7;0.4
GRE;202205020400;3.7;0.0;98.4;98.4;1.8
GRE;202205020410;3.6;0.0;98.3;98.3;1.8
GRE;202205020420;3.7;0.0;98.4;98.4;1.4
GRE;202205020430;3.5;0.0;99.1;99.1;0.0
GRE;202205020440;3.3;0.0;99.2;99.2;0.0
GRE;202205020450;3.3;0.0;99.2;99.2;0.0
GRE;202205020500;3.3;0.0;99.2;99.2;0.0
GRE;202205020510;3.5;0.0;99.2;99.2;0.0
GRE;202205020520;4.0;0.0;99.2;99.2;0.0
GRE;202205020530;4.8;0.0;99.2;99.2;0.0
GRE;202205020540;5.5;0.0;99.2;99.2;0.0
GRE;202205020550;6.2;0.0;96.7;96.7;0.0
GRE;202205020600;6.7;0.0;94.0;94.0;0.0
GRE;202205020610;7.1;0.0;93.7;93.7;0.0
GRE;202205020620;7.7;0.0;92.5;92.5;1.4
GRE;202205020630;8.3;0.0;90.6;90.6;4.3
GRE;202205020640;8.9;0.0;87.7;87.7;6.8
GRE;202205020650;9.4;0.0;85.8;85.8;8.3
GRE;202205020700;9.7;0.0;85.0;85.0;10.4
GRE;202205020710;10.1;0.0;83.0;83.0;12.6
GRE;202205020720;10.4;0.0;81.5;81.5;14.0
GRE;202205020730;10.9;0.0;79.8;79.8;12.6
GRE;202205020740;11.4;0.0;78.6;78.6;13.3
GRE;202205020750;11.7;0.0;76.3;76.3;14.8
GRE;202205020800;12.0;0.0;75.1;75.1;13.0
GRE;202205020810;12.5;0.0;74.0;74.0;10.4
GRE;202205020820;12.9;0.0;71.9;71.9;13.7
GRE;202205020830;13.4;0.0;70.1;70.1;14.0
GRE;202205020840;13.9;0.0;68.6;68.6;13.3
GRE;202205020850;14.1;0.0;66.5;66.5;14.0
GRE;202205020900;14.4;0.0;64.4;64.4;15.8
GRE;202205020910;14.6;0.0;64.0;64.0;16.6
GRE;202205020920;14.9;0.0;60.7;60.7;16.9
GRE;202205020930;15.1;0.0;60.0;60.0;16.9
GRE;202205020940;15.3;0.0;59.4;59.4;14.8
GRE;202205020950;15.5;0.0;58.0;58.0;16.2
GRE;202205021000;15.8;0.0;58.6;58.6;13.3
GRE;202205021010;16.0;0.0;56.6;56.6;14.4
GRE;202205021020;16.4;0.0;56.3;56.3;14.8
GRE;202205021030;16.3;0.0;52.6;52.6;17.3
GRE;202205021040;16.4;0.0;51.8;51.8;16.6
GRE;202205021050;16.9;0.0;51.7;51.7;15.1
GRE;202205021100;16.9;0.0;49.7;49.7;17.3
GRE;202205021110;17.3;0.0;48.1;48.1;11.9
GRE;202205021120;17.4;0.0;47.9;47.9;15.8
GRE;202205021130;17.4;0.0;48.0;48.0;13.7
GRE;202205021140;17.8;0.0;47.4;47.4;14.0
GRE;202205021150;17.8;0.0;46.8;46.8;17.3
GRE;202205021200;17.9;0.0;46.4;46.4;14.4
GRE;202205021210;17.9;0.0;46.5;46.5;15.8
GRE;202205021220;18.1;0.0;45.2;45.2;12.6
GRE;202205021230;18.2;0.0;42.3;42.3;11.9
GRE;202205021240;18.2;0.0;42.6;42.6;10.8
GRE;202205021250;18.4;0.0;43.4;43.4;11.9
GRE;202205021300;18.4;0.0;41.5;41.5;10.4
GRE;202205021310;18.3;0.0;41.5;41.5;9.7
GRE;202205021320;18.4;0.0;40.0;40.0;7.9
GRE;202205021330;18.4;0.0;42.4;42.4;11.2
GRE;202205021340;18.6;0.0;43.8;43.8;10.1
GRE;202205021350;18.5;0.0;42.0;42.0;11.2
GRE;202205021400;18.6;0.0;42.8;42.8;10.1
GRE;202205021410;18.6;0.0;43.0;43.0;9.7
GRE;202205021420;18.7;0.0;40.8;40.8;7.2
GRE;202205021430;18.5;0.0;43.8;43.8;13.0
GRE;202205021440;18.5;0.0;43.2;43.2;9.4
GRE;202205021450;18.4;0.0;43.4;43.4;11.5
GRE;202205021500;18.7;0.0;45.8;45.8;11.9
GRE;202205021510;18.6;0.0;46.4;46.4;9.7
GRE;202205021520;18.5;0.0;47.5;47.5;14.8
GRE;202205021530;18.6;0.0;42.9;42.9;13.0
GRE;202205021540;18.6;0.0;45.0;45.0;12.6
GRE;202205021550;18.4;0.0;46.3;46.3;14.8
GRE;202205021600;18.1;0.0;44.4;44.4;16.9
GRE;202205021610;17.9;0.0;46.9;46.9;12.2
GRE;202205021620;18.1;0.0;45.4;45.4;8.6
GRE;202205021630;18.0;0.0;47.0;47.0;9.7
GRE;202205021640;17.9;0.0;45.5;45.5;13.0
GRE;202205021650;17.5;0.0;45.6;45.6;15.5
GRE;202205021700;17.4;0.0;44.8;44.8;13.0
GRE;202205021710;17.2;0.0;45.1;45.1;13.0
GRE;202205021720;16.5;0.0;49.1;49.1;12.2
GRE;202205021730;16.4;0.0;48.6;48.6;11.5
GRE;202205021740;16.4;0.0;47.6;47.6;10.4
GRE;202205021750;16.4;0.0;46.1;46.1;10.8
GRE;202205021800;15.2;0.0;54.5;54.5;5.8
GRE;202205021810;15.1;0.0;55.5;55.5;6.8
GRE;202205021820;15.0;0.0;56.2;56.2;7.2
GRE;202205021830;14.2;0.0;62.5;62.5;6.8
GRE;202205021840;14.7;0.0;58.9;58.9;5.4
GRE;202205021850;14.3;0.0;61.0;61.0;6.1
GRE;202205021900;14.3;0.0;61.3;61.3;6.8
GRE;202205021910;14.2;0.0;62.6;62.6;6.1
GRE;202205021920;13.9;0.0;63.3;63.3;6.5
GRE;202205021930;13.5;0.0;65.6;65.6;5.8
GRE;202205021940;12.8;0.0;70.6;70.6;6.5
GRE;202205021950;13.0;0.0;69.7;69.7;6.5
GRE;202205022000;13.2;0.0;67.6;67.6;6.1
GRE;202205022010;13.7;0.0;63.4;63.4;5.4
GRE;202205022020;12.1;0.0;74.3;74.3;5.4
GRE;202205022030;12.9;0.0;69.5;69.5;4.3
GRE;202205022040;12.6;0.0;68.9;68.9;4.7
GRE;202205022050;12.6;0.0;70.2;70.2;1.8
GRE;202205022100;12.6;0.0;70.8;70.8;3.6
GRE;202205022110;11.4;0.0;77.4;77.4;1.1
GRE;202205022120;11.4;0.0;78.4;78.4;1.8
GRE;202205022130;11.3;0.0;79.2;79.2;2.2
GRE;202205022140;11.2;0.0;79.8;79.8;2.2
GRE;202205022150;11.4;0.0;78.8;78.8;2.5
GRE;202205022200;11.0;0.0;80.2;80.2;3.2
GRE;202205022210;10.9;0.0;80.9;80.9;5.0
GRE;202205022220;10.6;0.0;81.8;81.8;4.3
GRE;202205022230;10.3;0.0;83.2;83.2;3.6
GRE;202205022240;9.9;0.0;84.9;84.9;0.7
GRE;202205022250;9.4;0.0;86.3;86.3;0.4
GRE;202205022300;8.6;0.0;87.1;87.1;1.1
GRE;202205022310;8.3;0.0;90.7;90.7;2.9
GRE;202205022320;8.7;0.0;91.4;91.4;1.8
GRE;202205022330;8.7;0.0;91.5;91.5;2.9
GRE;202205022340;8.7;0.0;91.3;91.3;2.5
GRE;202205022350;8.6;0.0;91.7;91.7;0.4
GRE;202205030000;9.0;0.0;89.1;89.1;0.4
GRE;202205030010;8.5;0.0;90.8;90.8;1.4
GRE;202205030020;7.9;0.0;91.9;91.9;2.2
GRE;202205030030;7.0;0.0;93.5;93.5;2.5
GRE;202205030040;7.2;0.0;94.2;94.2;1.4
GRE;202205030050;7.8;0.0;91.7;91.7;4.0
GRE;202205030100;7.2;0.0;91.3;91.3;2.2
GRE;202205030110;6.3;0.0;93.6;93.6;2.5
GRE;202205030120;6.4;0.0;95.6;95.6;1.8
GRE;202205030130;6.6;0.0;95.7;95.7;0.4
GRE;202205030140;6.5;0.0;95.4;95.4;0.4
GRE;202205030150;5.5;0.0;96.1;96.1;1.4
GRE;202205030200;5.5;0.0;97.0;97.0;1.1
GRE;202205030210;6.0;0.0;97.1;97.1;0.0
GRE;202205030220;5.3;0.0;97.1;97.1;4.3
GRE;202205030230;5.1;0.0;97.6;97.6;4.0
GRE;202205030240;5.7;0.0;98.3;98.3;1.8
GRE;202205030250;6.7;0.0;98.1;98.1;3.2
GRE;202205030300;6.2;0.0;96.6;96.6;2.9
GRE;202205030310;6.4;0.0;97.7;97.7;2.9
GRE;202205030320;6.0;0.0;98.3;98.3;2.5
GRE;202205030330;5.1;0.0;98.3;98.3;1.1
GRE;202205030340;5.2;0.0;98.7;98.7;0.7
GRE;202205030350;4.9;0.0;99.1;99.1;0.4
GRE;202205030400;4.7;0.0;99.2;99.2;1.4
GRE;202205030410;4.7;0.0;99.2;99.2;1.4
GRE;202205030420;4.1;0.0;99.2;99.2;1.4
GRE;202205030430;4.5;0.0;99.2;99.2;0.0
GRE;202205030440;4.9;0.0;99.2;99.2;0.0
GRE;202205030450;5.1;0.0;99.2;99.2;1.8
GRE;202205030500;4.8;0.0;99.2;99.2;2.5
GRE;202205030510;4.8;0.0;99.2;99.2;1.8
GRE;202205030520;5.7;0.0;99.2;99.2;0.4
GRE;202205030530;6.2;0.0;99.2;99.2;0.0
GRE;202205030540;6.7;0.0;99.2;99.2;0.0
GRE;202205030550;6.9;0.0;99.2;99.2;0.0
GRE;202205030600;7.3;0.0;99.1;99.1;0.7
GRE;202205030610;8.1;0.0;97.6;97.6;1.1
GRE;202205030620;8.8;0.0;94.1;94.1;2.2
GRE;202205030630;9.2;0.0;90.7;90.7;1.8
GRE;202205030640;9.8;0.0;88.1;88.1;1.1
GRE;202205030650;10.4;0.0;84.8;84.8;1.4
GRE;202205030700;11.0;0.0;82.8;82.8;1.4
GRE;202205030710;11.5;0.0;80.7;80.7;0.4
GRE;202205030720;12.1;0.0;81.0;81.0;1.8
GRE;202205030730;12.6;0.0;79.4;79.4;2.5
GRE;202205030740;13.0;0.0;72.4;72.4;2.9
GRE;202205030750;13.7;0.0;70.1;70.1;3.6
GRE;202205030800;13.9;0.0;68.4;68.4;4.7
GRE;202205030810;14.3;0.0;67.6;67.6;5.8
GRE;202205030820;14.7;0.0;68.1;68.1;5.8
GRE;202205030830;14.4;0.0;68.3;68.3;5.0
GRE;202205030840;15.1;0.0;66.9;66.9;6.8
GRE;202205030850;15.2;0.0;61.3;61.3;4.7
GRE;202205030900;15.8;0.0;63.2;63.2;4.3
GRE;202205030910;15.9;0.0;62.1;62.1;6.1
GRE;202205030920;16.3;0.0;61.3;61.3;5.8
GRE;202205030930;16.6;0.0;61.3;61.3;8.6
GRE;202205030940;17.0;0.0;61.5;61.5;9.7
GRE;202205030950;17.2;0.0;60.7;60.7;11.5
GRE;202205031000;17.4;0.0;60.0;60.0;10.1
GRE;202205031010;17.6;0.0;57.3;57.3;7.9
GRE;202205031020;18.0;0.0;56.9;56.9;9.7
GRE;202205031030;18.3;0.0;55.4;55.4;12.6
GRE;202205031040;18.6;0.0;54.2;54.2;9.7
GRE;202205031050;18.6;0.0;52.4;52.4;13.0
GRE;202205031100;18.9;0.0;49.6;49.6;7.9
GRE;202205031110;19.0;0.0;43.1;43.1;6.8
GRE;202205031120;19.3;0.0;45.8;45.8;8.3
GRE;202205031130;19.2;0.0;45.5;45.5;6.5
GRE;202205031140;19.8;0.0;51.3;51.3;9.4
GRE;202205031150;19.4;0.0;50.4;50.4;11.5
GRE;202205031200;19.4;0.0;47.2;47.2;10.4
GRE;202205031210;19.4;0.0;45.4;45.4;6.8
GRE;202205031220;19.6;0.0;46.2;46.2;7.2
GRE;202205031230;19.7;0.0;42.1;42.1;6.5
GRE;202205031240;20.0;0.0;37.8;37.8;3.6
GRE;202205031250;20.0;0.0;39.0;39.0;6.8
GRE;202205031300;20.3;0.0;33.6;33.6;5.8
GRE;202205031310;20.4;0.0;35.3;35.3;5.4
GRE;202205031320;20.2;0.0;33.1;33.1;5.0
GRE;202205031330;20.6;0.0;34.2;34.2;7.2
GRE;202205031340;20.5;0.0;33.5;33.5;4.3
GRE;202205031350;21.0;0.0;31.6;31.6;5.4
GRE;202205031400;19.6;0.0;41.8;41.8;23.4
GRE;202205031410;17.2;0.0;48.0;48.0;21.2
GRE;202205031420;16.8;0.0;51.0;51.0;13.3
GRE;202205031430;15.8;0.2;55.7;55.7;19.8
GRE;202205031440;13.9;0.6;70.1;70.1;20.9
GRE;202205031450;13.9;0.7;69.9;69.9;14.8
GRE;202205031500;14.0;0.7;73.8;73.8;11.9
GRE;202205031510;14.2;0.8;70.4;70.4;6.1
GRE;202205031520;14.3;0.9;75.3;75.3;4.7
GRE;202205031530;14.5;0.7;72.0;72.0;8.3
GRE;202205031540;14.7;0.3;71.5;71.5;6.1
GRE;202205031550;14.6;0.2;71.2;71.2;7.2
GRE;202205031600;14.6;0.2;74.0;74.0;5.4
GRE;202205031610;14.7;0.1;76.4;76.4;7.2
GRE;202205031620;14.8;0.0;74.0;74.0;6.8
GRE;202205031630;14.5;0.0;75.1;75.1;5.8
GRE;202205031640;14.5;0.0;75.7;75.7;5.8
GRE;202205031650;14.5;0.0;76.7;76.7;4.3
GRE;202205031700;14.6;0.0;71.7;71.7;2.9
GRE;202205031710;14.7;0.0;72.0;72.0;1.8
GRE;202205031720;14.9;0.0;72.2;72.2;1.8
GRE;202205031730;14.9;0.0;71.4;71.4;2.9
GRE;202205031740;14.9;0.0;71.1;71.1;3.6
GRE;202205031750;14.7;0.0;74.8;74.8;4.7
GRE;202205031800;14.3;0.0;76.9;76.9;5.8
GRE;202205031810;14.1;0.0;80.9;80.9;4.7
GRE;202205031820;13.9;0.0;78.7;78.7;4.3
GRE;202205031830;13.9;0.0;79.7;79.7;3.2
GRE;202205031840;13.7;0.0;81.0;81.0;5.0
GRE;202205031850;13.1;0.0;80.1;80.1;5.4
GRE;202205031900;13.3;0.0;76.6;76.6;5.4
GRE;202205031910;12.5;0.0;81.0;81.0;2.9
GRE;202205031920;12.6;0.0;81.8;81.8;1.8
GRE;202205031930;12.2;0.0;86.8;86.8;4.0
GRE;202205031940;11.2;0.0;89.9;89.9;1.8
GRE;202205031950;10.6;0.0;91.7;91.7;2.2
GRE;202205032000;10.7;0.0;92.3;92.3;0.7
GRE;202205032010;11.2;0.0;89.1;89.1;2.5
GRE;202205032020;10.3;0.0;90.6;90.6;1.1
GRE;202205032030;10.1;0.0;92.0;92.0;1.8
GRE;202205032040;10.5;0.0;91.6;91.6;2.9
GRE;202205032050;9.7;0.0;93.9;93.9;1.4
GRE;202205032100;9.3;0.0;94.7;94.7;2.2
GRE;202205032110;9.4;0.0;93.4;93.4;4.0
GRE;202205032120;8.6;0.0;94.2;94.2;5.0
GRE;202205032130;7.9;0.0;95.9;95.9;2.9
GRE;202205032140;8.6;0.0;96.8;96.8;2.2
GRE;202205032150;8.6;0.0;95.8;95.8;1.4
GRE;202205032200;8.3;0.0;95.9;95.9;1.1
GRE;202205032210;8.5;0.0;96.2;96.2;1.8
GRE;202205032220;8.4;0.0;96.5;96.5;1.4
GRE;202205032230;7.9;0.0;96.1;96.1;0.7
GRE;202205032240;7.4;0.0;96.8;96.8;1.4
GRE;202205032250;7.5;0.0;97.8;97.8;0.7
GRE;202205032300;7.3;0.0;98.0;98.0;0.4
GRE;202205032310;7.1;0.0;97.8;97.8;0.7
GRE;202205032320;7.0;0.0;97.8;97.8;0.0
GRE;202205032330;7.4;0.0;98.1;98.1;0.4
GRE;202205032340;6.8;0.0;98.3;98.3;0.4
GRE;202205032350;6.7;0.0;98.7;98.7;0.0
GRE;202205040000;6.1;0.0;99.1;99.1;0.0
GRE;202205040010;6.4;0.0;99.2;99.2;1.4
GRE;202205040020;6.6;0.0;99.2;99.2;1.8
GRE;202205040030;6.6;0.0;99.2;99.2;0.0
GRE;202205040040;6.8;0.0;99.2;99.2;0.4
GRE;202205040050;5.3;0.0;99.2;99.2;1.1
GRE;202205040100;5.2;0.0;99.2;99.2;0.0
GRE;202205040110;5.8;0.0;99.2;99.2;0.0
GRE;202205040120;5.5;0.0;99.2;99.2;0.0
GRE;202205040130;5.5;0.0;99.2;99.2;0.0
GRE;202205040140;5.5;0.0;99.2;99.2;0.0
GRE;202205040150;6.0;0.0;99.2;99.2;0.0
GRE;202205040200;5.5;0.0;99.2;99.2;0.0
GRE;202205040210;5.6;0.0;99.2;99.2;0.0
GRE;202205040220;5.3;0.0;99.2;99.2;0.0
GRE;202205040230;4.6;0.0;99.2;99.2;0.4
GRE;202205040240;4.8;0.0;99.2;99.2;0.7
GRE;202205040250;4.8;0.0;99.2;99.2;0.0
GRE;202205040300;4.6;0.0;99.2;99.2;1.1
GRE;202205040310;4.6;0.0;99.2;99.2;0.7
GRE;202205040320;4.7;0.0;99.2;99.2;0.0
GRE;202205040330;5.1;0.0;99.2;99.2;1.4
GRE;202205040340;4.5;0.0;99.2;99.2;2.5
GRE;202205040350;4.6;0.0;99.2;99.2;2.5
GRE;202205040400;5.3;0.0;99.2;99.2;2.5
GRE;202205040410;5.9;0.0;99.2;99.2;2.2
GRE;202205040420;5.9;0.0;99.2;99.2;1.8
GRE;202205040430;6.3;0.0;99.2;99.2;1.4
GRE;202205040440;6.5;0.0;99.2;99.2;0.4
GRE;202205040450;6.7;0.0;99.2;99.2;0.0
GRE;202205040500;6.8;0.0;99.2;99.2;0.0
GRE;202205040510;6.8;0.0;99.2;99.2;1.1
GRE;202205040520;6.9;0.0;99.2;99.2;0.7
GRE;202205040530;7.1;0.0;99.2;99.2;1.1
GRE;202205040540;7.3;0.0;99.2;99.2;0.7
GRE;202205040550;7.5;0.0;99.3;99.3;1.1
GRE;202205040600;7.7;0.0;99.3;99.3;1.1
GRE;202205040610;7.9;0.0;99.3;99.3;0.7
GRE;202205040620;8.1;0.0;99.3;99.3;1.1
GRE;202205040630;8.3;0.0;99.3;99.3;1.1
GRE;202205040640;8.4;0.0;99.3;99.3;1.1
GRE;202205040650;8.5;0.0;99.3;99.3;0.0
GRE;202205040700;8.8;0.0;99.2;99.2;0.0
GRE;202205040710;9.7;0.0;99.2;99.2;0.7
